Latitude,Longitude
55.7591394014006,37.6247907751788
55.7560983667168,37.6333292117322
55.7623898473158,37.609213189671
55.7584119653366,37.6134161017086
55.7646647340194,37.6030256373168
55.7601694252716,37.6248862007303
55.7638574937415,37.6073321263762
55.765398259395,37.60789994505
55.7652654801461,37.603725144043
55.7646647340194,37.6030256373168
55.7652654801461,37.603725144043
55.756777235518896,37.6136813767836
55.756777235518896,37.6136813767836
55.7623012998725,37.6079286630509
55.7623012998725,37.6079286630509
55.7604301052407,37.611263907334
55.7569096101751,37.5980905355716
55.7647897567876,37.6115811561195
55.7615039174294,37.6036174538627
55.7542997548914,37.6013279653649
55.762767880594,37.613572854052
55.766006913438,37.6321268557409
55.7681112120296,37.6147506151302
55.7587362553385,37.6002813222058
55.7647657286436,37.6398703151984
55.7685071231841,37.6168031110328
55.7623898473158,37.609213189671
55.7541617951729,37.637947802397
55.7563492494701,37.634705806825
55.7631152875137,37.6402907000206
55.7676131375252,37.6093990656663
55.7669846087873,37.6248662001182
55.7676131375252,37.6093990656663
55.7662481276736,37.630969766498
55.7614535951336,37.6010996502899
55.766754001237,37.6351395234519
55.7669846087873,37.6248662001182
55.7675874670401,37.6207242371039
55.764192338157,37.6025504590821
55.766908142976,37.6327799173588
55.764192338157,37.6025504590821
55.766754001237,37.6351395234519
55.7675874670401,37.6207242371039
55.7685279638502,37.6119347505917
55.7662114381958,37.6262372813628
55.766908142976,37.6327799173588
55.7685279638502,37.6119347505917
55.7631152875137,37.6402907000206
55.7667769042677,37.6286120211675
55.7662114381958,37.6262372813628
55.7642367267681,37.6056229880119
55.7623227036241,37.625744137355
55.7572437110827,37.6173034261553
55.7573010219492,37.6014233353998
55.7615023363058,37.6107753844045
55.758437058349,37.6216091844051
55.7653954426388,37.6386048018475
55.760475767162,37.6228704766914
55.7651006790013,37.615974741378
55.762767880594,37.613572854052
55.7634966274597,37.6353969558777
55.7654123535002,37.6103115800811
55.7664697329284,37.6406548985083
55.7604447847159,37.6143783035311
55.760475767162,37.6228704766914
55.756782269116,37.6053462673463
55.7631415755768,37.6345320915904
55.7651034071789,37.6204903653349
55.7556885263655,37.6364515823517
55.7667926437207,37.6413975538767
55.7651034071789,37.6204903653349
55.7608948396098,37.6315424386329
55.7581025242057,37.6231370096228
55.7556885263655,37.6364515823517
55.755172851194,37.636950425328
55.7565082704696,37.6119656276766
55.7615469730211,37.6378241509967
55.7575226382298,37.6313357743385
55.7570193486929,37.6361024113873
55.7596936628559,37.610652794354
55.7621600217792,37.6382081466968
55.7681112120296,37.6147506151302
55.7559680410677,37.6126273369759
55.7596936628559,37.610652794354
55.7624600697852,37.6385858560487
55.7688050106409,37.6403467164179
55.7594803045061,37.6057195738864
55.7653954426388,37.6386048018475
55.7662481276736,37.630969766498
55.7683359881238,37.6315159663639
55.7553807926127,37.6409974547822
55.7621588834958,37.6062489488799
55.7584119653366,37.6134161017086
55.7591064357401,37.603215734047
55.7560942371032,37.6204737939088
55.7685015010465,37.600871661433104
55.7656396529739,37.6349082867627
55.7680891248923,37.5979854402918
55.7568432590685,37.607445369833
55.764953129015,37.5975926824583
55.7682759994361,37.6159551603631
55.7546362806186,37.626265181272
55.7596936628559,37.610652794354
55.7623898473158,37.609213189671
55.7623898473158,37.609213189671
55.7546948686671,37.6214482356145
55.7617949943187,37.6160325901894
55.7552792947917,37.6177443105513
55.7641594246218,37.5975212418324
55.765283962276,37.6165076624987
55.7612630678389,37.6376302684569
55.7680477141961,37.601632112339
55.7680891248923,37.5979854402918
55.757156417323,37.6025067153075
55.755347414464,37.6118654204825
55.7628466135265,37.6066072813859
55.7565082704696,37.6119656276766
55.7672048964238,37.608231911245
55.7662005502379,37.6074224087475
55.7643416283492,37.6384910645015
55.7593436665372,37.6129999486186
55.7680891248923,37.5979854402918
55.7545250399372,37.6239398031463
55.7645971006077,37.6007653605315
55.7623898473158,37.609213189671
55.7623898473158,37.609213189671
55.7643416283492,37.6384910645015
55.7624600697852,37.6385858560487
55.7672048964238,37.608231911245
55.7596936628559,37.610652794354
55.7576020833442,37.6371056454344
55.7688050106409,37.6403467164179
55.7591394014006,37.6247907751788
55.7673046938488,37.6067145416893
55.7565082704696,37.6119656276766
55.7553807926127,37.6409974547822
55.76842086911,37.606687427071
55.7591394014006,37.6247907751788
55.7577653436958,37.634336495028
55.7612154343755,37.6180879208472
55.7565082704696,37.6119656276766
55.7675874670401,37.6207242371039
55.7591394014006,37.6247907751788
55.7604301052407,37.611263907334
55.7653954426388,37.6386048018475
55.7603978245928,37.6195781906682
55.755172851194,37.636950425328
55.7673046938488,37.6067145416893
55.7685278987857,37.627969336033
55.7674399140243,37.631128002808
55.7672497379999,37.625172109047
55.7669042219683,37.6300171136076
55.7585195384881,37.6410715453849
55.7552792947917,37.6177443105513
55.7683351453366,37.629094353801904
55.7687284849597,37.6272046852222
55.7573255319498,37.6047903735378
55.7602077110766,37.6317562527779
55.7608679647447,37.5980809254278
55.7658626265171,37.6258494178991
55.7565622777504,37.6388269598401
55.7585533626915,37.5982261376986
55.757156417323,37.6025067153075
55.7604447847159,37.6143783035311
55.7558114125936,37.6271183503337
55.756782269116,37.6053462673463
55.7590810515206,37.60755226329
55.7652047262186,37.6208526605809
55.7677838924309,37.6249658765919
55.7583735056269,37.6058453326195
55.757156417323,37.6025067153075
55.7652566764621,37.6265113873132
55.7587002666518,37.6071080305971
55.757156417323,37.6025067153075
55.7539530743108,37.638850465561
55.7675612434736,37.6278691681999
55.765283962276,37.6165076624987
55.7565660498363,37.639205199755
55.7685732989401,37.6290996507684
55.7611492301201,37.6345585699595
55.7573010219492,37.6014233353998
55.7586935466841,37.632779550676
55.7594803045061,37.6057195738864
55.7573255319498,37.6047903735378
55.7646934255403,37.6219477051838
55.7590810515206,37.60755226329
55.7677697158168,37.6142103685615
55.7569096101751,37.5980905355716
55.7557371513511,37.6033078436103
55.7562594167108,37.5985605409926
55.767040059508,37.6118569511293
55.7554402914817,37.6389881773151
55.7546712283834,37.59977664667
55.7614535951336,37.6010996502899
55.7585589100655,37.6050898964559
55.7560983667168,37.6333292117322
55.7663211108458,37.6384503859595
55.7663211108458,37.6384503859595
55.7654321058928,37.5975126597415
55.7656396529739,37.6349082867627
55.7654321058928,37.5975126597415
55.7581025242057,37.6231370096228
55.7541987507663,37.6064587209581
55.7540112372098,37.6046762687537
55.7557127668535,37.6375297384006
55.7556926336072,37.6351888877619
55.7594964023326,37.6356412005572
55.7617969306202,37.6381266196335
55.7592103952739,37.6309628535865
55.7563492494701,37.634705806825
55.7600554777854,37.6411743941435
55.7565660498363,37.639205199755
55.7553807926127,37.6409974547822
55.7580359126713,37.640928350937
55.7588742000624,37.6308914334241
55.7593439937002,37.6352305793674
55.7604877189976,37.6401409984823
55.7541617951729,37.637947802397
55.759409456787,37.6385686415469
55.7647657286436,37.6398703151984
55.7624600697852,37.6385858560487
55.7565622777504,37.6388269598401
55.7652117749717,37.6401741898906
55.7621600217792,37.6382081466968
55.7560983667168,37.6333292117322
55.7591372525451,37.6389699770525
55.765128153841,37.6394814311564
55.7679032055716,37.6340261260937
55.7672145034869,37.6348852417042
55.768599180151,37.6352060351666
55.7688538176222,37.6385080909965
55.7686794931878,37.6393510837602
55.7686641115947,37.6347838293877
55.7680143528302,37.6354664826031
55.7655960357025,37.6322057365946
55.7681591148605,37.6296424285698
55.7676715621885,37.6302301703808
55.7647901770388,37.6210029666565
55.7687075498283,37.6267192767527
55.7685732989401,37.6290996507684
55.7653905419296,37.6215587192151
55.7672497379999,37.625172109047
55.7674919881982,37.6267325402681
55.7677447611548,37.6262321880709
55.7629634258056,37.6263764852475
55.7671267527264,37.6289270512048
55.768082224635,37.6283590528638
55.7674399140243,37.631128002808
55.7653014315547,37.627005850396
55.7651047866027,37.6204834465864
55.7687175788364,37.6263210035398
55.7646934255403,37.6219477051838
55.7672264169395,37.6262094487594
55.7687284849597,37.6272046852222
55.7652047262186,37.6208526605809
